category,skills
IA,analysis
IA,"analyst, train, analyst"
IA,"analysis, microsoft excel, self"
IA,"full stack, full stack, software engineer, full stack, qa, models, ui, training, google"
IA,"analysis, sas, spss, r, analysis, machine learning, r, python"
IA,"analyst, analyst, analysis, analysis, analysis, microsoft windows, microsoft office"
IA,"analyst, analyst"
IA,"analyst, analyst, analysis, fiserv"
IA,analyst
IA,"analyst, analyst, analyst, analyst, ui, analysis"
IA,"smart, linkedin, analysis, analysis, analysis, analysis, self"
IA,"software engineering, analysis, machine learning, python, python, ml, reduce, unix"
IA,"analyst, training"
IA,"self, player, testing software, qa, analysis, analysis, analysis"
IA,"ibm rational, training, ibm rational"
IA,"ux, ux, ux, qa, analysis"
IA,"analysis, player, self"
IA,analysis
IA,"tableau, training, database"
IA,"analyst, analyst, analyst, player, self"
IA,"train, training, training"
IA,training
IA,"analyst, analyst"
IA,analyst
IA,"analyst, analyst, analysis"
IA,"analyst, analyst, analyst, analyst, microsoft office, self, analysis, linkedin, twitter"
IA,"reduce, analysis, training, models, stage, stage, stage, stage, database"
IA,"analyst, travis, travis, travis, analysis, analysis, analyst, travis, travis, linkedin, linkedin, travis, analysis, analysis, analyst"
IA,analyst
IA,"analysis, self, analysis, skill, analysis"
IA,"impact, training, models, stage, impact, impact, training, impact, skill, impact, impact, impact, training"
IA,"impact, analysis, analysis, models, stage, impact, impact, impact, skill, impact, impact, impact, training"
IA,"analyst, analyst, analysis, analysis, training, self, e-verify"
IA,"impact, models, training, models, stage, impact, impact, impact, skill, impact, impact, impact, training"
IA,"analyst, analysis, analysis, programming languages"
IA,"ui, ui, database, analysis"
IA,"training, nunit, analysis, subversion"
IA,"training, linkedin, linkedin"
IA,"tableau, player, impact, training"
IA,"analysis, analysis, analysis, training, training, training, skill, analysis"
IA,"analyst, analyst, analyst"
IA,models
IA,"training, training"
IA,"training, go"
IA,analyst
IA,"analyst, analysis, analyst, analyst, training"
IA,"analyst, analyst, database, training, analyst, database"
IA,"analyst, analyst, analysis, analyst, analysis, analysis, training, training, analysis"
IA,"analyst, analyst"
IA,"qa, qa, self, analysis"
IA,"software engineer, software engineer, software engineer, analysis"
IA,"train, training, qa, player"
IA,"analyst, analyst"
IA,"autodesk inventor, analysis"
IA,"analyst, analyst, analyst, salesforce, go, salesforce, analyst, salesforce, salesforce, go, salesforce, ux, self, salesforce"
IA,analyst
IA,"models, ui, analyst, ui, ux"
IA,analyst
IA,"qa, qa, qa, qa, machine learning, nlp"
IA,"analyst, analyst, analyst, impact, analyst"
IA,"analyst, analyst, training, impact"
IA,training
IA,analysis
IA,"predict, analysis"
IA,"training, training, certain, training"
IA,"analyst, analyst"
IA,"analyst, analyst, qa, analysis, analyst, smart, models"
IA,"training, training, articulate storyline"
IA,"analyst, analysis, analysis, training, training"
IA,"self, scribe, unix, programming languages, python, unix, python, tableau, microstrategy"
IA,analyst
IA,"analyst, analysis, tableau, analysis, database, analysis"
IA,"analyst, analyst, impact, analysis, analysis"
IA,"qa, analyst, qa, qa, qa, qa, qa, qa, qa, analysis, qa"
IA,"analyst, analyst, analysis, analyst"
IA,"analysis, ux, linkedin, linkedin"
IA,"salesforce, salesforce, salesforce, analysis, salesforce, self, salesforce, analysis"
IA,"training, training"
IA,"analysis, database, analysis, self"
IA,"analyst, analyst, analyst, analyst, analyst, analyst, analyst, analyst, microsoft visio, training, analysis"
IA,"analysis, player, self"
IA,"analyst, database, models, analysis, analysis, unix"
IA,"python, python, python, python"
IA,"analyst, analyst, analyst, analyst, ui, analysis"
IA,"analyst, auto, auto, models, ux, analysis"
IA,"skill, training, analysis"
IA,"analyst, impact, analyst"
IA,"analyst, analyst, confluence"
IA,"analyst, analyst, analysis"
IA,analysis
IA,"analyst, analyst, analyst, impact, analysis, analysis, training, analyst, analyst"
IA,"analyst, analysis"
IA,"analyst, analyst, train, analysis, training, go"
IA,"analyst, analyst"
IA,"analyst, analyst, analysis"
IA,"go, models, models, models, models, models"
IA,"analyst, analyst, analyst, training, analysis, database, training, analysis, self, skill, analysis"
IA,"analyst, analyst, salesforce"
IA,"software engineer, analysis, database"
IA,"analysis, training"
IA,"analyst, analyst, analyst, analyst, analyst, analyst, analyst, analyst, analyst, analyst, skill, imaging software"
IA,"analyst, analyst, microsoft sharepoint, microsoft word"
IA,"database, database, analysis"
IA,"impact, qa, analysis, training, database, analysis, skill, microsoft office"
IA,"microsoft dynamics gp, training, player"
IA,"training, training, training, training, training, self, train, training, training, training, training, training, self, training, training, training, training, training, training, training, training, training, self, player, microsoft office, drupal"
IA,"ui, analyst, ui, analyst, ui, analyst, ui, ajax, drupal"
IA,"analyst, training"
IA,"analyst, analyst, analyst, analyst, analysis, analysis, analysis, analysis, train, training, skill"
IA,"analyst, analyst, analyst, self, qa"
IA,analysis
IA,"analyst, analyst, analysis, models, training, tableau, impact, tableau, models"
IA,analysis
IA,"ui, ux, analysis, analysis, training, analysis, training, microsoft excel"
IA,analysis
IA,"analyst, analyst, analyst, patch management, microsoft windows, microsoft office, bash"
IA,"analyst, analyst, analyst, analyst, analyst, analysis, analysis, database, analysis, ui, ajax, drupal, database"
IA,"analysis, legal software, skill"
IA,"analyst, analyst, analyst"
IA,"training, analyst"
IA,"analysis, analysis, database, microsoft office, database"
IA,"apache tomcat, database, database, apache tomcat, analysis"
IA,"analysis, analyst, analysis, analysis, analysis"
IA,analysis
IA,"analyst, analyst, qa, microsoft windows, microsoft office, database, self"
IA,"analyst, analyst, analysis, analysis, analysis, analysis"
IA,"software engineer, software engineer, software engineer, analysis, models, analysis, go"
IA,"analyst, analyst, analysis, analysis, analyst, impact, analyst, analyst, go, training, analyst, e-verify"
IA,"training, salesforce"
IA,"analysis, training"
IA,"self, analysis, analysis"
IA,"analyst, analyst"
IA,"analyst, analyst, train, manufacturing execution system mes"
IA,"analysis, analysis, analysis, sas, unix, models"
IA,"analyst, analyst"
IA,training
IA,"skill, analysis"
IA,"ui, models"
IA,"analysis, analysis, analysis, analysis, analysis, analysis, analysis"
IA,"impact, microsoft office, training"
IA,"training, analysis, analysis, microsoft project"
IA,"ui, analysis, ui, analysis, skill, reduce, analyst"
IA,"models, self, self, systemverilog"
IA,"analyst, analyst, analyst, analysis, microsoft project"
IA,"analyst, analyst, analyst"
IA,"analyst, analysis"
IA,"analyst, analyst, analyst, analyst, analyst, analysis, analysis, microsoft windows, microsoft office, self"
IA,"analysis, software engineering"
IA,"analysis, analysis, skill, training"
IA,"training, g-code, g-code, mastercam, gibbscam, simulation software"
IA,"analysis, analysis, sas"
IA,"analyst, analyst, training, analyst, analyst, impact, analyst, training"
IA,"microstrategy, microstrategy, microstrategy, microstrategy, microstrategy, microstrategy, risk mitigation, microstrategy, microstrategy, impact, analysis, self, microstrategy, microstrategy, microstrategy, microstrategy, sas, gmail, gmail"
IA,"training, salesforce"
IA,"analyst, analyst, analysis, analysis, analysis, analysis, analysis"
IA,"analyst, analyst, analyst, analysis, database, certain"
IA,"microsoft word, training"
IA,"qa, analyst, player"
IA,analyst
IA,"unix, python, twitter"
IA,"analysis, player, microsoft office, linkedin, linkedin"
IA,"analyst, database, database"
IA,"skype, models, analysis, impact, analysis, qa, qa, analyst, database"
IA,"python, python, python, unix, python, database"
IA,"software engineering, python"
IA,"tibco spotfire, tibco spotfire, skype, tibco spotfire, tibco spotfire, models"
IA,"analyst, analyst, models, analyst, python, sas"
IA,"sas, sas, analysis, sas"
IA,"training, microsoft office"
IA,"analyst, analyst, analysis"
IA,analysis
IA,"ux/ui, analyst, ui, ux, ui, ux, analyst, ui, ux, analyst, ui, ux, analyst, ui, ux, analyst, training, training"
IA,"analyst, analyst, qa, database"
IA,"impact, training, training"
IA,"analysis, predict, microsoft project, analysis, microsoft office, microsoft project"
IA,"go, analysis, routing, routing, impact, analysis, training"
IA,"analyst, analysis"
IA,"microsoft office, analysis"
IA,"train, train, training, training, training, training, train, train, training, training, training, training, train, training, training, training, training, virtual, training, database, training, training"
IA,"microstrategy, microstrategy, training, training, models"
IA,"training, training"
IA,"training, training"
IA,analysis
IA,"sas, training, sas, sas, linkedin"
IA,training
IA,"analyst, auto, auto, models, ux, analysis"
IA,"analyst, analyst, analysis"
IA,"analyst, analyst, analysis"
IA,"training, microsoft access"
IA,"skype, reduce, reduce, analysis, skill, unix, tibco spotfire, python"
IA,"skype, reduce, python"
IA,"analyst, analyst, analyst"
IA,"training, analysis, ui, ui, ux, ui, ui"
IA,"analysis, go"
IA,"analysis, train, database, self, models, train"
IA,"analyst, analyst"
IA,"analyst, linkedin"
IA,"analyst, analyst"
IA,analyst
IA,"microstrategy, microstrategy, microstrategy, microstrategy, microstrategy, microstrategy, risk mitigation, microstrategy, microstrategy, impact, analysis, self, microstrategy, microstrategy, microstrategy, microstrategy, sas, gmail, gmail"
IA,"ui, ux, smart, training, ux, smart, training, ux, ui, smart"
IA,"train, microsoft office, wordpress, database"
IA,analysis
IA,analyst
IA,"microsoft project, analysis, player"
IA,"analysis, impact, analysis, training"
IA,"qa, analysis"
IA,"auto, training, twitter"
IA,"training, microsoft office software"
IA,training
IA,"analyst, analyst, analysis"
IA,"analysis, analysis"
IA,"sas, r, analysis, analysis, sas, sas, r, analysis, tableau"
IA,"qa, qa, qa, analysis, qa, qa, virtual"
IA,analysis
IA,"analyst, analysis, self"
IA,"analyst, analyst, microsoft excel"
IA,"analyst, analyst, models, models, analysis, sas, r"
IA,"database, analysis"
IA,"analyst, analysis, analyst, analysis, analysis"
IA,training
IA,analyst
IA,training
IA,"software engineer, training, self, carlson, carlson"
IA,"propertyware, propertyware, propertyware, propertyware, propertyware, propertyware, propertyware, analysis, analysis"
IA,"analyst, linkedin"
IA,"data modeler, data modeler, data modeler, analysis, models, unix"
IA,"analyst, analyst, analysis, analysis, analysis, analysis, analyst, analysis, analysis, player, self, tableau"
IA,"analysis, microsoft project, linkedin"
IA,"full stack, impact, impact, analysis, reduce, go, orm, analysis, self, self"
IA,"certain, symantec, analysis"
IA,"qa, analysis, training"
IA,"analyst, train, r"
IA,"analysis, salesforce, derive, models, analysis, analysis"
IA,"software engineer, software engineer, software engineer, software engineering, git, unix, python"
IA,"database, training, microsoft word, microsoft excel, microsoft power point"
IA,"impact, project management software, training"
IA,"virtual, impact, impact, impact, training"
IA,"analyst, training, training, analyst, analyst, self"
IA,"analyst, microsoft outlook, putty"
IA,"analysis, analysis, tableau, tableau, analysis"
IA,"analyst, selenium, junit, nunit"
IA,"training, training, training, skill"
IA,"analyst, analyst, training, microsoft office, analysis, models, training"
IA,"models, models, unix shell"
IA,"sand, analysis, analysis, analysis"
IA,"analyst, analyst, analysis, virtual, virtual, analysis"
